task	model	cond	replica	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	n_TP	n_TN	n_FP	n_FN	n_Error	n_Pass	n_Fail	n_tests_manual	n_TP_manual	n_TN_manual	n_FP_manual	n_FN_manual	n_Error_manual	n_Pass_manual	n_Fail_manual	n_tests_auto	n_TP_auto	n_TN_auto	n_FP_auto	n_FN_auto	n_Error_auto	n_Pass_auto	n_Fail_auto	p_Pass	p_Fail	p_TP	p_TN	p_FP	p_FN	p_Error	p_Pass_manual	p_Fail_manual	p_TP_manual	p_TN_manual	p_FP_manual	p_FN_manual	p_Error_manual	p_Pass_auto	p_Fail_auto	p_TP_auto	p_TN_auto	p_FP_auto	p_FN_auto	p_Error_auto
HE60	starchat2-15b-v0.1	pre	2	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	pre	3	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	pre	4	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	pre	5	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	pre	6	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	pre	7	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	pre	8	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	pre	9	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	pre	10	2	1	S	Starchat2	31	16	60	open	7	0	0	0	0	7	0	7	6	0	0	0	0	6	0	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE60	starchat2-15b-v0.1	post	1	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	2	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	3	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	4	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	5	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	6	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	7	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	8	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	9	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE60	starchat2-15b-v0.1	post	10	2	1	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE65	starchat2-15b-v0.1	pre	1	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	2	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	3	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	4	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	5	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	6	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	7	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	8	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	9	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	pre	10	3	2	S	Starchat2	31	16	60	open	13	0	0	0	0	13	0	13	8	0	0	0	0	8	0	8	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	1	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	2	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	3	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	4	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	5	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	6	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	7	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	8	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	9	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE65	starchat2-15b-v0.1	post	10	3	2	NQ	Starchat2	31	16	60	open	24	0	0	0	0	24	0	24	17	0	0	0	0	17	0	17	3	0	0	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	1	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	2	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	3	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	4	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	5	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	6	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	7	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	8	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	9	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE71	starchat2-15b-v0.1	post	10	5	5	QQ	Starchat2	31	16	60	open	18	0	0	0	0	18	0	18	11	0	0	0	0	11	0	11	5	0	0	0	0	5	0	5	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	1	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	2	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	3	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	4	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	5	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	6	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	7	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	8	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	9	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE73	starchat2-15b-v0.1	post	10	5	4	NQ	Starchat2	31	16	60	open	78	0	0	0	0	78	0	78	12	0	0	0	0	12	0	12	62	0	0	0	0	62	0	62	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	1	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	2	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	3	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	4	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	5	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	6	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	7	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	8	5	4	Q	Starchat2	31	16	60	open	9	4	0	5	0	0	4	5	8	4	0	4	0	0	4	4	1	0	0	1	0	0	0	1	0.444444444444444	0.555555555555556	0.444444444444444	0	0.555555555555556	0	0	0.5	0.5	0.5	0	0.5	0	0	0	1	0	0	1	0	0
HE74	starchat2-15b-v0.1	pre	9	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	pre	10	5	4	Q	Starchat2	31	16	60	open	9	0	0	0	0	9	0	9	8	0	0	0	0	8	0	8	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE74	starchat2-15b-v0.1	post	1	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	2	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	3	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	4	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	5	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	6	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	7	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	8	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	9	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE74	starchat2-15b-v0.1	post	10	5	4	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	13	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	pre	1	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	2	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	3	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	4	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	5	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	6	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	7	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	8	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	9	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	pre	10	6	2	Q	Starchat2	31	16	60	open	10	0	0	0	0	10	0	10	8	0	0	0	0	8	0	8	2	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE80	starchat2-15b-v0.1	post	1	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	2	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	3	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	4	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	5	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	6	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	7	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	8	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	9	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE80	starchat2-15b-v0.1	post	10	6	5	Q	Starchat2	31	16	60	open	16	0	0	0	0	16	0	16	14	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1							
HE84	starchat2-15b-v0.1	pre	1	2	1	S	Starchat2	31	16	60	open	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE84	starchat2-15b-v0.1	pre	2	2	1	S	Starchat2	31	16	60	open	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE84	starchat2-15b-v0.1	pre	3	2	1	S	Starchat2	31	16	60	open	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE84	starchat2-15b-v0.1	pre	4	2	1	S	Starchat2	31	16	60	open	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE84	starchat2-15b-v0.1	pre	5	2	1	S	Starchat2	31	16	60	open	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE84	starchat2-15b-v0.1	pre	6	2	1	S	Starchat2	31	16	60	open	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
