task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error
HE1	Qwen2.5-Coder-32B-Instruct	post	5	6	NQ	Qwen2.5	3	32.8	123	open	11	0	0	0	0.327272727272727	0.281671516087812	0.109090909090909	0.0938905053626041	0.163636363636364	0.140835758043906	0	0	0.4	0.516397779494322	0.436363636363636	0.375562021450416	0.563636363636364	0.375562021450416	0	0	0.466666666666667	10	1		4	4
HE101	Qwen2.5-Coder-32B-Instruct	pre	9	7	NQ	Qwen2.5	3	32.8	123	open	519	0	0	0	0.0383429672447013	0.0409181097863005	0.0568400770712909	0.0605038950836508	0.00712909441233141	0.0101163715036624	0.395375722543353	0.416822580635172	0.502312138728324	0.524654357268952	0.0951830443159923	0.101078866666369	0.904816955684008	0.101078866666369	0	0	0.183333333333333	0	0	0.0930966469428008	6	5
HE101	Qwen2.5-Coder-32B-Instruct	post	9	6	QQ	Qwen2.5	3	32.8	123	open	463	0.1	1	0.1	0.48682505399568	0.513359019474773	0.00755939524838013	0.00796830223944516	0	0	0.00539956803455724	0.0155830531475258	0.500215982721382	0.526819004461306	0.49438444924406	0.521324259346592	0.50561555075594	0.521324259346592	3	0.3	0.469230769230769	2	0.2	0.495078299776286	6	5
HE104	Qwen2.5-Coder-32B-Instruct	pre	6	2	S	Qwen2.5	3	32.8	123	open	25	0	0	0	0.016	0.0337309617084627	0.112	0.236116731959239	0	0	0	0	0.872	0.269847693667702	0.128	0.269847693667702	0.872	0.269847693667702	0	0	0	2	0.2	0.2	10	8
HE104	Qwen2.5-Coder-32B-Instruct	post	6	5	QQ	Qwen2.5	3	32.8	123	open	15	0.2	2	0.2	0.18	0.289827534923789	0.106666666666667	0.175541490294502	0.0133333333333333	0.0421637021355784	0	0	0.7	0.483045891539648	0.286666666666667	0.463001479879244	0.713333333333333	0.463001479879244	2	0.2	0.29	3	0.3	0.3	7	7
HE108	Qwen2.5-Coder-32B-Instruct	post	2	3	NQ	Qwen2.5	3	32.8	123	open	12	0.3	3	0.3	0.225	0.266579846978002	0.141666666666667	0.192650454271108	0	0	0	0	0.633333333333333	0.456773439802099	0.366666666666667	0.456773439802099	0.633333333333333	0.456773439802099	3	0.3	0.38	10	1		7	5
HE111	Qwen2.5-Coder-32B-Instruct	pre	8	3	Q	Qwen2.5	3	32.8	123	open	85	0.4	4	0.4	0.0882352941176471	0.0356194159305587	0.747058823529412	0.266623410563216	0	0	0	0	0.164705882352941	0.300454608774556	0.835294117647059	0.300454608774556	0.164705882352941	0.300454608774556	4	0.4	0.4	9	0.9	0.9	6	1
HE111	Qwen2.5-Coder-32B-Instruct	post	8	10	QQ	Qwen2.5	3	32.8	123	open	17	0.4	4	0.4	0.394117647058824	0.350810562483104	0.141176470588235	0.149842926859159	0.00588235294117647	0.0186016332951081	0	0	0.458823529411765	0.498980120938588	0.535294117647059	0.493284389230197	0.464705882352941	0.493284389230197	4	0.4	0.4875	6	0.6	0.6	5	4
HE114	Qwen2.5-Coder-32B-Instruct	post	5	6	QQ	Qwen2.5	3	32.8	123	open	28	0.1	1	0.1	0.239285714285714	0.317234542731464	0.0857142857142857	0.110656667034498	0	0	0.075	0.120761472884912	0.6	0.516397779494322	0.325	0.42573465914816	0.675	0.42573465914816	1	0.1	0.318181818181818	1	0.1	0.307692307692308	6	6
HE120	Qwen2.5-Coder-32B-Instruct	pre	7	2	S	Qwen2.5	3	32.8	123	open	56	0	0	0	0.228571428571429	0.254048846339696	0.166071428571429	0.176987018625392	0	0	0.0732142857142857	0.117986340921273	0.532142857142857	0.494714122996366	0.394642857142857	0.421439500799898	0.605357142857143	0.421439500799898	0	0	0.166666666666667	2	0.2	0.422	8	5
HE120	Qwen2.5-Coder-32B-Instruct	post	7	8	NQ	Qwen2.5	3	32.8	123	open	48	0.4	4	0.4	0.427083333333333	0.450185361343415	0.06875	0.0735258940698135	0.00416666666666667	0.0131761569173682	0	0	0.5	0.52704627669473	0.495833333333333	0.5228018355546	0.504166666666667	0.5228018355546	4	0.4	0.484615384615385	5	0.5	0.5	5	5
HE127	Qwen2.5-Coder-32B-Instruct	pre	4	2	Q	Qwen2.5	3	32.8	123	open	21	0.3	3	0.3	0.328571428571429	0.350250962827301	0.123809523809524	0.135060618324969	0	0	0	0	0.547619047619048	0.484712110622301	0.452380952380952	0.484712110622301	0.547619047619048	0.484712110622301	3	0.3	0.3	5	0.5	0.5	7	5
HE127	Qwen2.5-Coder-32B-Instruct	post	4	5	Q	Qwen2.5	3	32.8	123	open	24	0.2	2	0.2	0.204166666666667	0.341028084358147	0.0416666666666667	0.0878410461157883	0	0	0	0	0.754166666666667	0.422391230794215	0.245833333333333	0.422391230794215	0.754166666666667	0.422391230794215	2	0.2	0.2	3	0.3	0.3	8	7
HE13	Qwen2.5-Coder-32B-Instruct	pre	5	3	Q	Qwen2.5	3	32.8	123	open	47	0.2	2	0.2	0.272340425531915	0.35187598585447	0.0978723404255319	0.131234422765621	0	0	0	0	0.629787234042553	0.480514118646268	0.370212765957447	0.480514118646268	0.629787234042553	0.480514118646268	2	0.2	0.2	4	0.4	0.4	8	6
HE13	Qwen2.5-Coder-32B-Instruct	post	5	4	QQ	Qwen2.5	3	32.8	123	open	42	0.7	7	0.7	0.6	0.414039335605413	0.1	0.0690065559342354	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3
HE132	Qwen2.5-Coder-32B-Instruct	pre	7	3	Q	Qwen2.5	3	32.8	123	open	363	0	0	0	0.000550964187327824	0.0017423017411396	0.0338842975206612	0.107151557080086	0.0644628099173554	0.203849303713334	0.00110192837465565	0.00348460348227921	0.9	0.316227766016838	0.034435261707989	0.108893858821225	0.965564738292011	0.108893858821225	0	0	0.02	0	0	0.0348441926345609	9	9
HE132	Qwen2.5-Coder-32B-Instruct	post	7	7	NQ	Qwen2.5	3	32.8	123	open	15	0	0	0	0.12	0.193218356615859	0.0666666666666667	0.113311544746506	0.0533333333333333	0.0932274531706801	0.06	0.0966091783079296	0.7	0.483045891539648	0.186666666666667	0.302744646505358	0.813333333333333	0.302744646505358	0	0	0.158333333333333	3	0.3	0.3	7	7
HE136	Qwen2.5-Coder-32B-Instruct	post	11	13	NQ	Qwen2.5	3	32.8	123	open	18	0	0	0	0.144444444444444	0.240313010333457	0.105555555555556	0.17262994350254	0.0111111111111111	0.0351364184463153	0.0388888888888889	0.087056735359579	0.7	0.483045891539648	0.25	0.412634813984392	0.75	0.412634813984392	0	0	0.242857142857143	10	1		7	7
HE138	Qwen2.5-Coder-32B-Instruct	post	13	14	NQ	Qwen2.5	3	32.8	123	open	49	0	0	0	0.351020408163265	0.384435004352639	0.026530612244898	0.0471797030868019	0.0285714285714286	0.050174391604315	0	0	0.593877551020408	0.46112715445953	0.377551020408163	0.421247208865421	0.622448979591837	0.421247208865421	0	0	0.266666666666667	5	0.5	0.5	7	5
HE140	Qwen2.5-Coder-32B-Instruct	post	6	13	NQ	Qwen2.5	3	32.8	123	open	106	0.1	1	0.1	0.300943396226415	0.27870400540653	0.0339622641509434	0.0236163312648033	0.00566037735849057	0.00487167716504078	0.359433962264151	0.309950290191729	0.3	0.483045891539648	0.334905660377358	0.298402653847825	0.665094339622642	0.298402653847825	1	0.1	0.475	1	0.1	0.308695652173913	3	3
HE141	Qwen2.5-Coder-32B-Instruct	post	4	5	NQ	Qwen2.5	3	32.8	123	open	609	0	0	0	0.38423645320197	0.496047128085679	0.00525451559934319	0.00678355046954775	0	0	0.0105090311986864	0.0135671009390955	0.6	0.516397779494322	0.389490968801314	0.502830678555227	0.610509031198686	0.502830678555227	0	0	0.266666666666667	0	0	0.391919191919192	6	6
HE151	Qwen2.5-Coder-32B-Instruct	post	4	5	QQ	Qwen2.5	3	32.8	123	open	70	0.9	9	0.9	0.81	0.284604989415154	0.09	0.0316227766016838	0	0	0	0	0.1	0.316227766016838	0.9	0.316227766016838	0.1	0.316227766016838	9	0.9	0.9	9	0.9	0.9	1	1
HE158	Qwen2.5-Coder-32B-Instruct	post	5	7	NQ	Qwen2.5	3	32.8	123	open	43	0	0	0	0.155813953488372	0.328530387653932	0.0232558139534884	0.0490275606227656	0.0162790697674419	0.0347542818162169	0.00232558139534884	0.00735413409341484	0.802325581395349	0.416770313411329	0.17906976744186	0.377552009795943	0.82093023255814	0.377552009795943	0	0	0.171428571428571	2	0.2	0.2	9	8
HE16	Qwen2.5-Coder-32B-Instruct	post	6	5	Q	Qwen2.5	3	32.8	123	open	16	0.2	2	0.2	0.25	0.322748612183951	0.1375	0.17873008824606	0.00625	0.0197642353760524	0	0	0.60625	0.508649150528469	0.3875	0.500693962859993	0.6125	0.500693962859993	4	0.4	0.4	4	0.4	0.4	7	6
HE160	Qwen2.5-Coder-32B-Instruct	pre	8	4	Q	Qwen2.5	3	32.8	123	open	16	0	0	0	0.09375	0.15095184110614	0.1875	0.30190368221228	0.01875	0.030190368221228	0	0	0.7	0.483045891539648	0.28125	0.45285552331842	0.71875	0.45285552331842	0	0	0.278571428571429	3	0.3	0.3	7	7
HE160	Qwen2.5-Coder-32B-Instruct	post	8	8	NQ	Qwen2.5	3	32.8	123	open	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE161	Qwen2.5-Coder-32B-Instruct	post	5	6	QQ	Qwen2.5	3	32.8	123	open	13	0.4	4	0.4	0.430769230769231	0.297259010178245	0.223076923076923	0.167943824551926	0.0307692307692308	0.064867234054736	0	0	0.315384615384615	0.474809211138799	0.653846153846154	0.45616530447839	0.346153846153846	0.45616530447839	4	0.4	0.67	10	1		4	3
HE20	Qwen2.5-Coder-32B-Instruct	pre	5	2	S	Qwen2.5	3	32.8	123	open	29	0.4	4	0.4	0.331034482758621	0.28767798089123	0.227586206896552	0.19988105856813	0	0	0	0	0.441379310344828	0.487334634086946	0.558620689655172	0.487334634086946	0.441379310344828	0.487334634086946	4	0.4	0.4	6	0.6	0.6	6	4
HE20	Qwen2.5-Coder-32B-Instruct	post	5	3	QQ	Qwen2.5	3	32.8	123	open	28	0.3	3	0.3	0.439285714285714	0.389433130672399	0.0892857142857143	0.0941154065526303	0	0	0.0214285714285714	0.0451753951452626	0.45	0.497214463005877	0.528571428571429	0.477320088745677	0.471428571428571	0.477320088745677	3	0.3	0.445454545454545	6	0.6	0.6	5	4
HE21	Qwen2.5-Coder-32B-Instruct	post	6	6	NQ	Qwen2.5	3	32.8	123	open	59	0	0	0	0.105084745762712	0.275019985113244	0.0135593220338983	0.0317592527063394	0	0	0.00169491525423729	0.00535979264435318	0.879661016949153	0.311959577716233	0.11864406779661	0.306650095934732	0.88135593220339	0.306650095934732	1	0.1	0.158823529411765	0	0	0.0973684210526316	9	7
HE24	Qwen2.5-Coder-32B-Instruct	pre	3	1	S	Qwen2.5	3	32.8	123	open	31	0	0	0	0.632258064516129	0.335649256174222	0.0935483870967742	0.0578050755084542	0.0483870967741935	0.0274140834064128	0	0	0.225806451612903	0.415894185071263	0.725806451612903	0.388959080595396	0.274193548387097	0.388959080595396	0	0	0.6125	0	0	0.765217391304348	3	2
HE24	Qwen2.5-Coder-32B-Instruct	post	3	2	Q	Qwen2.5	3	32.8	123	open	35	0.2	2	0.2	0.474285714285714	0.414083146973781	0.0914285714285714	0.0805874125764045	0.00857142857142857	0.0138013111868471	0	0	0.425714285714286	0.4755138049361	0.565714285714286	0.467307625909914	0.434285714285714	0.467307625909914	4	0.4	0.525	6	0.6	0.6	6	3
HE30	Qwen2.5-Coder-32B-Instruct	post	6	5	Q	Qwen2.5	3	32.8	123	open	14	0.3	3	0.3	0.214285714285714	0.345032779671177	0.114285714285714	0.147542222712663	0	0	0	0	0.671428571428571	0.471644971977691	0.328571428571429	0.471644971977691	0.671428571428571	0.471644971977691	3	0.3	0.309090909090909	10	1		7	6
HE37	Qwen2.5-Coder-32B-Instruct	post	3	2	S	Qwen2.5	3	32.8	123	open	43	0.4	4	0.4	0.516279069767442	0.444342275378835	0.0744186046511628	0.0665042188822549	0	0	0	0	0.409302325581395	0.508706718147732	0.590697674418605	0.508706718147732	0.409302325581395	0.508706718147732	4	0.4	0.566666666666667	6	0.6	0.6	6	4
HE42	Qwen2.5-Coder-32B-Instruct	post	8	10	NQ	Qwen2.5	3	32.8	123	open	81	0	0	0	0.335802469135802	0.33587911656523	0.00123456790123457	0.00390404649403504	0.00740740740740741	0.0194768058702868	0.0740740740740741	0.0855333732132779	0.581481481481481	0.421743445406283	0.337037037037037	0.337852312908467	0.662962962962963	0.337852312908467	0	0	0.0692307692307692	0	0	0.4109375	9	4
HE43	Qwen2.5-Coder-32B-Instruct	post	8	8	QQ	Qwen2.5	3	32.8	123	open	28	0.2	2	0.2	0.367857142857143	0.376480448821278	0.075	0.101644639076841	0.0107142857142857	0.0338815463589469	0.075	0.224902347163468	0.471428571428571	0.475237140947606	0.442857142857143	0.450560245857746	0.557142857142857	0.450560245857746	2	0.2	0.3375	5	0.5	0.5	6	4
HE45	Qwen2.5-Coder-32B-Instruct	pre	1	2	S	Qwen2.5	3	32.8	123	open	10	0.2	2	0.2	0.12	0.204396129556745	0.15	0.241522945769824	0	0	0.05	0.126929551764398	0.68	0.470932880331983	0.27	0.427005074130663	0.73	0.427005074130663	2	0.2	0.266666666666667	3	0.3	0.3	7	5
HE45	Qwen2.5-Coder-32B-Instruct	post	1	1	S	Qwen2.5	3	32.8	123	open	10	0.8	8	0.8	0.48	0.25298221281347	0.32	0.168654808542314	0	0	0	0	0.2	0.421637021355784	0.8	0.421637021355784	0.2	0.421637021355784	8	0.8	0.8	8	0.8	0.8	2	2
HE50	Qwen2.5-Coder-32B-Instruct	post	2	3	NQ	Qwen2.5	3	32.8	123	open	22	0	0	0	0.0181818181818182	0.0574959574576069	0.05	0.158113883008419	0	0	0.0318181818181818	0.100617925550812	0.9	0.316227766016838	0.0681818181818182	0.215609840466026	0.931818181818182	0.215609840466026	0	0	0.0571428571428571	0	0	0	9	9
HE57	Qwen2.5-Coder-32B-Instruct	post	3	3	S	Qwen2.5	3	32.8	123	open	17	0	0	0	0.258823529411765	0.287105964199578	0.141176470588235	0.182258039821525	0	0	0	0	0.6	0.467966553417296	0.4	0.467966553417296	0.6	0.467966553417296	4	0.4	0.4	0	0	0.4	10	4
HE60	Qwen2.5-Coder-32B-Instruct	pre	2	1	S	Qwen2.5	3	32.8	123	open	7	0.6	6	0.6	0.257142857142857	0.221313334068995	0.371428571428571	0.262553309563623	0	0	0	0	0.371428571428571	0.481870881549467	0.628571428571429	0.481870881549467	0.371428571428571	0.481870881549467	6	0.6	0.6	8	0.8	0.8	4	2
HE60	Qwen2.5-Coder-32B-Instruct	post	2	1	Q	Qwen2.5	3	32.8	123	open	10	0.1	1	0.1	0.22	0.265832027165025	0.19	0.202484567313166	0.01	0.0316227766016838	0.08	0.154919333848297	0.5	0.52704627669473	0.41	0.460555220479707	0.59	0.460555220479707	1	0.1	0.4	10	1		5	5
HE65	Qwen2.5-Coder-32B-Instruct	pre	3	2	S	Qwen2.5	3	32.8	123	open	13	0.5	5	0.5	0.476923076923077	0.353064912370431	0.138461538461538	0.119168718344844	0	0	0	0	0.384615384615385	0.465792362168845	0.615384615384615	0.465792362168845	0.384615384615385	0.465792362168845	6	0.6	0.6	6	0.6	0.64	5	3
HE65	Qwen2.5-Coder-32B-Instruct	post	3	2	NQ	Qwen2.5	3	32.8	123	open	24	0.2	2	0.2	0.3125	0.330573062094775	0.158333333333333	0.167590034766648	0.00833333333333333	0.0175682092231577	0.0166666666666667	0.0351364184463153	0.504166666666667	0.5228018355546	0.470833333333333	0.498086616742287	0.529166666666667	0.498086616742287	2	0.2	0.482352941176471	3	0.3	0.433333333333333	6	5
HE71	Qwen2.5-Coder-32B-Instruct	post	5	5	QQ	Qwen2.5	3	32.8	123	open	18	0.3	3	0.3	0.244444444444444	0.340660215927909	0.0833333333333333	0.134179414316569	0	0	0	0	0.672222222222222	0.471731771452306	0.327777777777778	0.471731771452306	0.672222222222222	0.471731771452306	3	0.3	0.3	4	0.4	0.4	7	6
HE73	Qwen2.5-Coder-32B-Instruct	post	5	4	NQ	Qwen2.5	3	32.8	123	open	78	0	0	0	0.0384615384615385	0.112904656526692	0.00897435897435898	0.0242123341439578	0	0	0.0564102564102564	0.178384893650524	0.896153846153846	0.315108280023521	0.0474358974358974	0.137025634628179	0.952564102564103	0.137025634628179	0	0	0.0833333333333333	0	0	0.0354838709677419	9	8
HE74	Qwen2.5-Coder-32B-Instruct	pre	5	4	Q	Qwen2.5	3	32.8	123	open	9	0.4	4	0.4	0.177777777777778	0.229510124219699	0.233333333333333	0.27937810615772	0	0	0	0	0.588888888888889	0.507961308918332	0.411111111111111	0.507961308918332	0.588888888888889	0.507961308918332	4	0.4	0.4	5	0.5	0.5	6	5
HE74	Qwen2.5-Coder-32B-Instruct	post	5	4	Q	Qwen2.5	3	32.8	123	open	16	0.4	4	0.4	0.25	0.322748612183951	0.15	0.193649167310371	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	10	1		6	6
HE80	Qwen2.5-Coder-32B-Instruct	pre	6	2	Q	Qwen2.5	3	32.8	123	open	10	0	0	0	0	0	0.05	0.052704627669473	0.16	0.206559111797729	0.21	0.251440295541948	0.58	0.502880591083896	0.05	0.052704627669473	0.95	0.052704627669473	0	0	0	0	0	0.25	6	5
HE80	Qwen2.5-Coder-32B-Instruct	post	6	5	Q	Qwen2.5	3	32.8	123	open	16	0.2	2	0.2	0.125	0.263523138347365	0.075	0.158113883008419	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	10	1		8	8
HE84	Qwen2.5-Coder-32B-Instruct	pre	2	1	S	Qwen2.5	3	32.8	123	open	8	0.5	5	0.5	0.3125	0.329403922934206	0.1875	0.197642353760524	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5
HE84	Qwen2.5-Coder-32B-Instruct	post	2	5	NQ	Qwen2.5	3	32.8	123	open	13	0.2	2	0.2	0.153846153846154	0.285526377581027	0.0615384615384615	0.129734468109472	0	0	0	0	0.784615384615385	0.414719315264733	0.215384615384615	0.414719315264733	0.784615384615385	0.414719315264733	2	0.2	0.2	4	0.4	0.4	8	6
HE86	Qwen2.5-Coder-32B-Instruct	post	4	2	NQ	Qwen2.5	3	32.8	123	open	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE90	Qwen2.5-Coder-32B-Instruct	pre	3	1	S	Qwen2.5	3	32.8	123	open	50	0.3	3	0.3	0.272	0.354175097938858	0.106	0.137937183770971	0	0	0.01	0.0316227766016838	0.612	0.502102247223279	0.378	0.492111098567522	0.622	0.492111098567522	3	0.3	0.3	3	0.3	0.388636363636364	7	6
HE90	Qwen2.5-Coder-32B-Instruct	post	3	1	S	Qwen2.5	3	32.8	123	open	42	0.5	5	0.5	0.464285714285714	0.404878601291578	0.0952380952380952	0.100389766989472	0	0	0	0	0.44047619047619	0.497062421273706	0.55952380952381	0.497062421273706	0.44047619047619	0.497062421273706	5	0.5	0.5	6	0.6	0.6	5	4
HE99	Qwen2.5-Coder-32B-Instruct	pre	7	2	S	Qwen2.5	3	32.8	123	open	15	0.4	4	0.4	0.186666666666667	0.240985630430684	0.213333333333333	0.275412149063639	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE99	Qwen2.5-Coder-32B-Instruct	post	7	3	S	Qwen2.5	3	32.8	123	open	19	0.3	3	0.3	0.457894736842105	0.400100018274132	0.0894736842105263	0.0786544272682803	0.00526315789473684	0.0166435666324652	0.0473684210526316	0.0802044171976313	0.4	0.516397779494322	0.547368421052632	0.476728359979756	0.452631578947368	0.476728359979756	3	0.3	0.546153846153846	4	0.4	0.55	4	4
HE0	Qwen3-32B	post	5	4	QQ	Qwen3		32.8	123	open	33	0.4	4	0.4	0.351515151515152	0.453804109252586	0.0484848484848485	0.062593670241736	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE1	Qwen3-32B	pre	5	9	NQ	Qwen3		32.8	123	open	222	0	0	0	0.00135135135135135	0.00427334818941673	0.0914414414414414	0.289163227483865	0.00675675675675676	0.0213667409470836	0.00045045045045045	0.00142444939647224	0.9	0.316227766016838	0.0927927927927928	0.293436575673282	0.907207207207207	0.293436575673282	0	0	0.0636363636363636	0	0	0.0943127962085308	9	9
HE1	Qwen3-32B	post	5	6	NQ	Qwen3		32.8	123	open	11	0	0	0	0.163636363636364	0.263479577203444	0.0363636363636364	0.0635641726163728	0.1	0.162905212796553	0	0	0.7	0.483045891539648	0.2	0.322979699259981	0.8	0.322979699259981	0	0	0.211111111111111	10	1		7	7
HE101	Qwen3-32B	pre	9	7	NQ	Qwen3		32.8	123	open	519	0	0	0	0.00867052023121387	0.0274185924292056	0.0107899807321773	0.0341209150230114	0.0023121387283237	0.00731162464778816	0.0782273603082852	0.247376633916833	0.9	0.316227766016838	0.0194605009633911	0.061539507452217	0.980539499036609	0.061539507452217	0	0	0.0416666666666667	0	0	0.0189349112426036	9	9
HE101	Qwen3-32B	post	9	6	QQ	Qwen3		32.8	123	open	463	0.1	1	0.1	0.292656587473002	0.471244239007223	0.00302375809935205	0.00637464179155613	0	0	0.000863930885529158	0.00273198933923834	0.703455723542117	0.477574270277331	0.295680345572354	0.476166063941593	0.704319654427646	0.476166063941593	2	0.2	0.2	2	0.2	0.29910514541387	8	7
HE104	Qwen3-32B	pre	6	2	S	Qwen3		32.8	123	open	25	0.1	1	0.1	0.024	0.0758946638440411	0.092	0.240037034179682	0	0	0	0	0.884	0.314649717057627	0.116	0.314649717057627	0.884	0.314649717057627	1	0.1	0.111111111111111	1	0.1	0.11875	9	8
HE104	Qwen3-32B	post	6	5	QQ	Qwen3		32.8	123	open	15	0.6	6	0.6	0.373333333333333	0.295145914949049	0.24	0.206559111797729	0	0	0	0	0.386666666666667	0.500666222813829	0.613333333333333	0.500666222813829	0.386666666666667	0.500666222813829	6	0.6	0.6	7	0.7	0.7	4	3
HE108	Qwen3-32B	post	2	3	NQ	Qwen3		32.8	123	open	12	0.4	4	0.4	0.275	0.294103576279254	0.2	0.212277479717142	0.00833333333333333	0.0263523138347365	0.0166666666666667	0.052704627669473	0.5	0.52704627669473	0.475	0.506211418282915	0.525	0.506211418282915	4	0.4	0.48	10	1		5	5
HE111	Qwen3-32B	pre	8	3	Q	Qwen3		32.8	123	open	85	0.1	1	0.1	0.0117647058823529	0.0372032665902162	0.0882352941176471	0.279024499426622	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE111	Qwen3-32B	post	8	10	QQ	Qwen3		32.8	123	open	17	0	0	0	0.0588235294117647	0.124010888634054	0.0588235294117647	0.124010888634054	0	0	0	0	0.882352941176471	0.248021777268108	0.117647058823529	0.248021777268108	0.882352941176471	0.248021777268108	2	0.2	0.2	0	0	0	10	8
HE114	Qwen3-32B	post	5	6	QQ	Qwen3		32.8	123	open	28	0.5	5	0.5	0.392857142857143	0.414107788831574	0.107142857142857	0.112938487863156	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5
HE120	Qwen3-32B	pre	7	2	S	Qwen3		32.8	123	open	56	0	0	0	0.075	0.158113883008419	0.075	0.158113883008419	0	0	0.05	0.105409255338946	0.8	0.421637021355784	0.15	0.316227766016838	0.85	0.316227766016838	0	0	0.166666666666667	0	0	0.148	8	8
HE120	Qwen3-32B	post	7	8	NQ	Qwen3		32.8	123	open	48	0.2	2	0.2	0.170833333333333	0.360148289074732	0.0291666666666667	0.0614887322810518	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE127	Qwen3-32B	pre	4	2	Q	Qwen3		32.8	123	open	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE127	Qwen3-32B	post	4	5	Q	Qwen3		32.8	123	open	24	0	0	0	0.0291666666666667	0.0622680882540553	0.0333333333333333	0.0729662529809094	0	0	0.00416666666666667	0.0131761569173682	0.933333333333333	0.141911553049387	0.0625	0.132127066600281	0.9375	0.132127066600281	0	0	0.11	0	0	0	10	8
HE13	Qwen3-32B	pre	5	3	Q	Qwen3		32.8	123	open	47	0.1	1	0.1	0.0702127659574468	0.222032261245865	0.0297872340425532	0.094195504770973	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE13	Qwen3-32B	post	5	4	QQ	Qwen3		32.8	123	open	42	0.2	2	0.2	0.171428571428571	0.3614031611621	0.0285714285714286	0.0602338601936834	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE132	Qwen3-32B	pre	7	3	Q	Qwen3		32.8	123	open	363	0.1	1	0.1	0.00165289256198347	0.00522690522341881	0.0983471074380165	0.311000860793419	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE132	Qwen3-32B	post	7	7	NQ	Qwen3		32.8	123	open	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE136	Qwen3-32B	post	11	13	NQ	Qwen3		32.8	123	open	18	0	0	0	0.0833333333333333	0.180020574955774	0.0722222222222222	0.15281985952428	0.00555555555555555	0.0175682092231577	0.0111111111111111	0.0351364184463153	0.827777777777778	0.368932393686311	0.155555555555556	0.328983970240036	0.844444444444444	0.328983970240036	0	0	0.15	10	1		9	8
HE138	Qwen3-32B	post	13	14	NQ	Qwen3		32.8	123	open	49	0	0	0	0.244897959183673	0.39432317676706	0.0387755102040816	0.0634150812866472	0.0163265306122449	0.0285390162767388	0	0	0.7	0.483045891539648	0.283673469387755	0.456892748231521	0.716326530612245	0.456892748231521	0	0	0.277777777777778	3	0.3	0.3	7	7
HE140	Qwen3-32B	post	6	13	NQ	Qwen3		32.8	123	open	106	0	0	0	0.107547169811321	0.275016136330719	0	0	0	0	0.0660377358490566	0.208829656803572	0.826415094339623	0.365949112874831	0.107547169811321	0.275016136330719	0.892452830188679	0.275016136330719	0	0	0	1	0.1	0.123913043478261	10	8
HE141	Qwen3-32B	post	4	5	NQ	Qwen3		32.8	123	open	609	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE151	Qwen3-32B	post	4	5	QQ	Qwen3		32.8	123	open	70	0.5	5	0.5	0.45	0.474341649025257	0.05	0.052704627669473	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5
