task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error	Cond	Model	Open model	Difficulty	CC_prog	CC_sol
HEx45	gemini-2.0-flash-exp	post	1	1	S	Gemini2.0				proprietary	10	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	Gemini2.0	No	S	Low	Low
HEx50	gemini-2.0-flash-exp	post	2	3	NQ	Gemini2.0				proprietary	22	0.3	3	0.3	0.422727272727273	0.0607951595386027	0.5	0	0	0	0.0727272727272727	0.0533539904898758	0.00454545454545455	0.0143739893644017	0.922727272727273	0.0607951595386027	0.0772727272727273	0.0607951595386027	3	0.3	0.878571428571429	10	1	1	1	0	Post	Gemini2.0	No	NQ	Low	Low
HEx60	gemini-2.0-flash-exp	pre	2	1	S	Gemini2.0				proprietary	7	1	10	1	0.428571428571429	0	0.571428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemini2.0	No	S	Low	Low
HEx60	gemini-2.0-flash-exp	post	2	1	Q	Gemini2.0				proprietary	10	0.3	3	0.3	0.53	0.0483045891539648	0.4	0	0	0	0.07	0.0483045891539648	0	0	0.93	0.0483045891539648	0.07	0.0483045891539648	3	0.3	0.9125	10	1		0	0	Post	Gemini2.0	No	Q	Low	Low
HEx65	gemini-2.0-flash-exp	pre	3	2	S	Gemini2.0				proprietary	13	1	10	1	0.769230769230769	0	0.230769230769231	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemini2.0	No	S	Low	Low
HEx65	gemini-2.0-flash-exp	post	3	2	NQ	Gemini2.0				proprietary	24	0.9	9	0.9	0.6625	0.0131761569173682	0.333333333333333	0	0	0	0.00416666666666667	0.0131761569173682	0	0	0.995833333333333	0.0131761569173682	0.00416666666666667	0.0131761569173682	9	0.9	0.994117647058824	10	1	1	0	0	Post	Gemini2.0	No	NQ	Low	Low
HEx71	gemini-2.0-flash-exp	post	5	5	QQ	Gemini2.0				proprietary	18	0.4	4	0.4	0.644444444444444	0.208199545519336	0.155555555555556	0.119440855530349	0.0944444444444444	0.111265325079999	0.0111111111111111	0.0234242789642102	0.0944444444444444	0.29865955679368	0.8	0.288318525274497	0.2	0.288318525274497	4	0.4	0.809090909090909	9	0.9	0.9	1	0	Post	Gemini2.0	No	QQ	Low	Low
HEx74	gemini-2.0-flash-exp	pre	5	4	Q	Gemini2.0				proprietary	9	1	10	1	0.444444444444444	0	0.555555555555556	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemini2.0	No	Q	Low	Low
HEx74	gemini-2.0-flash-exp	post	5	4	Q	Gemini2.0				proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	Gemini2.0	No	Q	Low	Low
HEx80	gemini-2.0-flash-exp	pre	6	2	Q	Gemini2.0				proprietary	10	0.5	5	0.5	0.48	0.0421637021355784	0.35	0.241522945769824	0.15	0.241522945769824	0.02	0.0421637021355784	0	0	0.83	0.231180545125329	0.17	0.231180545125329	5	0.5	0.825	7	0.7	0.85	0	0	Pre	Gemini2.0	No	Q	High	Low
HEx80	gemini-2.0-flash-exp	post	6	5	Q	Gemini2.0				proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	Gemini2.0	No	Q	High	Low
HEx84	gemini-2.0-flash-exp	pre	2	1	S	Gemini2.0				proprietary	8	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemini2.0	No	S	Low	Low
HEx84	gemini-2.0-flash-exp	post	2	5	NQ	Gemini2.0				proprietary	13	1	10	1	0.692307692307692	0	0.307692307692308	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	Gemini2.0	No	NQ	Low	Low
HEx86	gemini-2.0-flash-exp	post	4	2	NQ	Gemini2.0				proprietary	15	1	10	1	0.533333333333333	0	0.466666666666667	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	Gemini2.0	No	NQ	Low	Low
HEx90	gemini-2.0-flash-exp	pre	3	1	S	Gemini2.0				proprietary	50	1	10	1	0.72	0	0.28	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemini2.0	No	S	Low	Low
HEx90	gemini-2.0-flash-exp	post	3	1	S	Gemini2.0				proprietary	42	1	10	1	0.80952380952381	0	0.19047619047619	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	Gemini2.0	No	S	Low	Low
HEx99	gemini-2.0-flash-exp	pre	7	2	S	Gemini2.0				proprietary	15	0.6	6	0.6	0.386666666666667	0.103279555898864	0.533333333333333	0	0	0	0.08	0.103279555898864	0	0	0.92	0.103279555898864	0.08	0.103279555898864	10	1	1	6	0.6	0.76	0	0	Pre	Gemini2.0	No	S	High	Low
HEx0	gemma-3-27b	post	5	4	QQ	Gemma3		27.4		open	33	0.7	7	0.7	0.663636363636364	0.370708446863931	0.0909090909090909	0.0515052476120483	0.00606060606060606	0.0191653191525356	0.0393939393939394	0.124574574491482	0.2	0.421637021355784	0.754545454545455	0.422181139560439	0.245454545454545	0.422181139560439	7	0.7	0.736363636363636	7	0.7	0.76	2	2	Post	Gemma3	Yes	QQ	Low	Low
HEx104	gemma-3-27b	pre	6	2	S	Gemma3		27.4		open	25	0.9	9	0.9	0.216	0.0758946638440411	0.684	0.240333102172797	0	0	0	0	0.1	0.316227766016838	0.9	0.316227766016838	0.1	0.316227766016838	9	0.9	0.9	9	0.9	0.9	1	1	Pre	Gemma3	Yes	S	High	Low
HEx108	gemma-3-27b	post	2	3	NQ	Gemma3		27.4		open	12	0.2	2	0.2	0.258333333333333	0.220304222876648	0.166666666666667	0.171233722304694	0.025	0.0562457131425461	0.05	0.112491426285092	0.5	0.45133546692422	0.425	0.381780267745082	0.575	0.381780267745082	2	0.2	0.45	10	1		6	3	Post	Gemma3	Yes	NQ	Low	Low
HEx111	gemma-3-27b	pre	8	3	Q	Gemma3		27.4		open	85	1	10	1	0.117647058823529	0	0.882352941176471	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	Q	High	Low
HEx111	gemma-3-27b	post	8	10	QQ	Gemma3		27.4		open	17	0.9	9	0.9	0.635294117647059	0.223219599541297	0.264705882352941	0.0930081664755406	0	0	0	0	0.1	0.316227766016838	0.9	0.316227766016838	0.1	0.316227766016838	9	0.9	0.9	9	0.9	0.9	1	1	Post	Gemma3	Yes	QQ	High	High
HEx114	gemma-3-27b	post	5	6	QQ	Gemma3		27.4		open	28	0.3	3	0.3	0.246428571428571	0.373608529524332	0.0678571428571429	0.101644639076841	0	0	0	0	0.685714285714286	0.475237140947606	0.314285714285714	0.475237140947606	0.685714285714286	0.475237140947606	3	0.3	0.327272727272727	3	0.3	0.3	7	6	Post	Gemma3	Yes	QQ	Low	High
HEx120	gemma-3-27b	pre	7	2	S	Gemma3		27.4		open	56	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	S	High	Low
HEx127	gemma-3-27b	pre	4	2	Q	Gemma3		27.4		open	21	0.9	9	0.9	0.70952380952381	0.0150584650484209	0.285714285714286	0	0	0	0.00476190476190476	0.0150584650484209	0	0	0.995238095238095	0.0150584650484209	0.00476190476190476	0.0150584650484209	9	0.9	0.98	10	1	1	0	0	Pre	Gemma3	Yes	Q	Low	Low
HEx13	gemma-3-27b	pre	5	3	Q	Gemma3		27.4		open	47	1	10	1	0.702127659574468	0	0.297872340425532	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	Q	Low	Low
HEx13	gemma-3-27b	post	5	4	QQ	Gemma3		27.4		open	42	0.9	9	0.9	0.835714285714286	0.0677630927178938	0.142857142857143	0	0	0	0.0214285714285714	0.0677630927178938	0	0	0.978571428571429	0.0677630927178939	0.0214285714285714	0.0677630927178938	9	0.9	0.955555555555556	9	0.9	0.983870967741935	0	0	Post	Gemma3	Yes	QQ	Low	Low
HEx132	gemma-3-27b	pre	7	3	Q	Gemma3		27.4		open	363	0.2	2	0.2	0.00330578512396694	0.00696920696455841	0.196694214876033	0.414667814391226	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Pre	Gemma3	Yes	Q	High	Low
HEx151	gemma-3-27b	post	4	5	QQ	Gemma3		27.4		open	70	0.3	3	0.3	0.27	0.434741302385683	0.03	0.0483045891539648	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7	Post	Gemma3	Yes	QQ	Low	Low
HEx16	gemma-3-27b	post	6	5	Q	Gemma3		27.4		open	16	0.9	9	0.9	0.56875	0.177878118384471	0.35625	0.0592927061281571	0	0	0	0	0.075	0.237170824512628	0.925	0.237170824512628	0.075	0.237170824512628	9	0.9	0.925	9	0.9	0.9	1	0	Post	Gemma3	Yes	Q	High	Low
HEx160	gemma-3-27b	pre	8	4	Q	Gemma3		27.4		open	16	1	10	1	0.3125	0	0.6875	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	Q	High	Low
HEx161	gemma-3-27b	post	5	6	QQ	Gemma3		27.4		open	13	0.6	6	0.6	0.392307692307692	0.295595544347787	0.269230769230769	0.185786881361403	0	0	0	0	0.338461538461538	0.471683375900181	0.661538461538462	0.471683375900181	0.338461538461538	0.471683375900181	6	0.6	0.65	10	1		4	3	Post	Gemma3	Yes	QQ	Low	High
HEx20	gemma-3-27b	pre	5	2	S	Gemma3		27.4		open	29	1	10	1	0.586206896551724	0	0.413793103448276	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	S	Low	Low
HEx20	gemma-3-27b	post	5	3	QQ	Gemma3		27.4		open	28	0.2	2	0.2	0.164285714285714	0.34634469611368	0.0357142857142857	0.0752923252421043	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Post	Gemma3	Yes	QQ	Low	Low
HEx24	gemma-3-27b	post	3	2	Q	Gemma3		27.4		open	35	1	10	1	0.828571428571429	0	0.171428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	Gemma3	Yes	Q	Low	Low
HEx30	gemma-3-27b	post	6	5	Q	Gemma3		27.4		open	14	0.4	4	0.4	0.385714285714286	0.356666348782362	0.157142857142857	0.129537814368909	0.0214285714285714	0.0482106112650395	0.0571428571428571	0.138013111868471	0.378571428571429	0.49263279918204	0.542857142857143	0.476428511934505	0.457142857142857	0.476428511934505	4	0.4	0.545454545454545	10	1		4	3	Post	Gemma3	Yes	Q	High	Low
HEx37	gemma-3-27b	post	3	2	S	Gemma3		27.4		open	43	0.3	3	0.3	0.402325581395349	0.432173149781826	0.0651162790697674	0.0700253630427052	0.00465116279069767	0.0147082681868297	0.027906976744186	0.088249609120978	0.5	0.52704627669473	0.467441860465116	0.499317483814105	0.532558139534884	0.499317483814105	3	0.3	0.458333333333333	4	0.4	0.468965517241379	5	5	Post	Gemma3	Yes	S	Low	Low
HEx45	gemma-3-27b	pre	1	2	S	Gemma3		27.4		open	10	1	10	1	0.5	0	0.5	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	S	Low	Low
HEx45	gemma-3-27b	post	1	1	S	Gemma3		27.4		open	10	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	Gemma3	Yes	S	Low	Low
HEx57	gemma-3-27b	post	3	3	S	Gemma3		27.4		open	17	0.2	2	0.2	0.247058823529412	0.319553706470014	0.141176470588235	0.182258039821525	0	0	0	0	0.611764705882353	0.501593002519827	0.388235294117647	0.501593002519827	0.611764705882353	0.501593002519827	4	0.4	0.4	2	0.2	0.333333333333333	8	6	Post	Gemma3	Yes	S	Low	Low
HEx60	gemma-3-27b	pre	2	1	S	Gemma3		27.4		open	7	1	10	1	0.428571428571429	0	0.571428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	S	Low	Low
HEx60	gemma-3-27b	post	2	1	Q	Gemma3		27.4		open	10	0.8	8	0.8	0.58	0.0421637021355784	0.4	0	0	0	0.02	0.0421637021355784	0	0	0.98	0.0421637021355784	0.02	0.0421637021355784	8	0.8	0.975	10	1		0	0	Post	Gemma3	Yes	Q	Low	Low
HEx65	gemma-3-27b	pre	3	2	S	Gemma3		27.4		open	13	1	10	1	0.769230769230769	0	0.230769230769231	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	S	Low	Low
HEx65	gemma-3-27b	post	3	2	NQ	Gemma3		27.4		open	24	0.6	6	0.6	0.4	0.344265186329548	0.2	0.172132593164774	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4	Post	Gemma3	Yes	NQ	Low	Low
HEx71	gemma-3-27b	post	5	5	QQ	Gemma3		27.4		open	18	0.9	9	0.9	0.65	0.22838671990105	0.25	0.0878410461157883	0	0	0	0	0.1	0.316227766016838	0.9	0.316227766016838	0.1	0.316227766016838	9	0.9	0.9	9	0.9	0.9	1	1	Post	Gemma3	Yes	QQ	Low	Low
HEx74	gemma-3-27b	pre	5	4	Q	Gemma3		27.4		open	9	0.7	7	0.7	0.311111111111111	0.21468706290651	0.388888888888889	0.268358828633138	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3	Pre	Gemma3	Yes	Q	Low	Low
HEx74	gemma-3-27b	post	5	4	Q	Gemma3		27.4		open	16	0.9	9	0.9	0.5625	0.197642353760524	0.3375	0.118585412256314	0	0	0	0	0.1	0.316227766016838	0.9	0.316227766016838	0.1	0.316227766016838	9	0.9	0.9	10	1		1	1	Post	Gemma3	Yes	Q	Low	Low
HEx80	gemma-3-27b	pre	6	2	Q	Gemma3		27.4		open	10	0.1	1	0.1	0.05	0.158113883008419	0.13	0.133749350984926	0.32	0.168654808542314	0.4	0.210818510677892	0.1	0.316227766016838	0.18	0.289827534923789	0.82	0.289827534923789	1	0.1	0.1	1	0.1	0.5	1	1	Pre	Gemma3	Yes	Q	High	Low
HEx80	gemma-3-27b	post	6	5	Q	Gemma3		27.4		open	16	0.8	8	0.8	0.5	0.263523138347365	0.3	0.158113883008419	0	0	0	0	0.2	0.421637021355784	0.8	0.421637021355784	0.2	0.421637021355784	8	0.8	0.8	10	1		2	2	Post	Gemma3	Yes	Q	High	Low
HEx84	gemma-3-27b	pre	2	1	S	Gemma3		27.4		open	8	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	Gemma3	Yes	S	Low	Low
HEx84	gemma-3-27b	post	2	5	NQ	Gemma3		27.4		open	13	1	10	1	0.692307692307692	0	0.307692307692308	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	Gemma3	Yes	NQ	Low	Low
HEx86	gemma-3-27b	post	4	2	NQ	Gemma3		27.4		open	15	0.4	4	0.4	0.213333333333333	0.275412149063639	0.213333333333333	0.232644485836487	0	0	0	0	0.573333333333333	0.500074068587918	0.426666666666667	0.500074068587918	0.573333333333333	0.500074068587918	4	0.4	0.409090909090909	10	1		6	5	Post	Gemma3	Yes	NQ	Low	Low
HEx90	gemma-3-27b	pre	3	1	S	Gemma3		27.4		open	50	0.8	8	0.8	0.72	0	0.224	0.11805836597962	0.056	0.11805836597962	0	0	0	0	0.944	0.11805836597962	0.056	0.11805836597962	8	0.8	0.9	8	0.8	0.95	0	0	Pre	Gemma3	Yes	S	Low	Low
HEx90	gemma-3-27b	post	3	1	S	Gemma3		27.4		open	42	0.8	8	0.8	0.647619047619048	0.341325207764206	0.152380952380952	0.0803118135915779	0	0	0	0	0.2	0.421637021355784	0.8	0.421637021355784	0.2	0.421637021355784	8	0.8	0.8	8	0.8	0.8	2	2	Post	Gemma3	Yes	S	Low	Low
HEx99	gemma-3-27b	pre	7	2	S	Gemma3		27.4		open	15	0.8	8	0.8	0.373333333333333	0.196763943299366	0.426666666666667	0.224873078056418	0	0	0	0	0.2	0.421637021355784	0.8	0.421637021355784	0.2	0.421637021355784	8	0.8	0.8	8	0.8	0.8	2	2	Pre	Gemma3	Yes	S	High	Low
HEx99	gemma-3-27b	post	7	3	S	Gemma3		27.4		open	19	0.1	1	0.1	0.142105263157895	0.305937951492009	0.0263157894736842	0.0568486026176128	0.00526315789473684	0.0166435666324652	0.0263157894736842	0.0832178331623258	0.8	0.421637021355784	0.168421052631579	0.362780548085974	0.831578947368421	0.362780548085974	1	0.1	0.169230769230769	1	0.1	0.175	8	8	Post	Gemma3	Yes	S	High	Low
HEx0	gpt-3.5-turbo	post	5	4	QQ	GTP3.5	32			proprietary	33	0.7	7	0.7	0.842424242424242	0.114991914915214	0.1	0.0351364184463153	0.0212121212121212	0.0351364184463153	0.0363636363636364	0.114991914915214	0	0	0.942424242424242	0.141738444878069	0.0575757575757576	0.141738444878069	7	0.7	0.909090909090909	9	0.9	0.96	0	0	Post	GTP3.5	No	QQ	Low	Low
HEx104	gpt-3.5-turbo	pre	6	2	S	GTP3.5	32			proprietary	25	0.9	9	0.9	0.236	0.0126491106406735	0.76	0	0	0	0.004	0.0126491106406735	0	0	0.996	0.0126491106406735	0.004	0.0126491106406735	10	1	1	9	0.9	0.99375	0	0	Pre	GTP3.5	No	S	High	Low
HEx104	gpt-3.5-turbo	post	6	5	QQ	GTP3.5	32			proprietary	15	0.6	6	0.6	0.533333333333333	0.12957670877434	0.353333333333333	0.0773001205818937	0.0466666666666667	0.0773001205818937	0.0666666666666667	0.12957670877434	0	0	0.886666666666667	0.193856253222795	0.113333333333333	0.193856253222795	6	0.6	0.89	8	0.8	0.9	0	0	Post	GTP3.5	No	QQ	High	Low
HEx111	gpt-3.5-turbo	pre	8	3	Q	GTP3.5	32			proprietary	85	0.8	8	0.8	0.108235294117647	0.029762613272173	0.877647058823529	0.0148813066360865	0.00470588235294118	0.0148813066360865	0.00941176470588235	0.029762613272173	0	0	0.985882352941176	0.0317622850687319	0.0141176470588235	0.0317622850687319	8	0.8	0.963636363636364	8	0.8	0.989189189189189	0	0	Pre	GTP3.5	No	Q	High	Low
HEx111	gpt-3.5-turbo	post	8	10	QQ	GTP3.5	32			proprietary	17	0.1	1	0.1	0.635294117647059	0.0607526799405085	0.0941176470588235	0.0794057126718298	0.2	0.0794057126718297	0.0705882352941176	0.0607526799405085	0	0	0.729411764705882	0.124629400643692	0.270588235294118	0.124629400643692	1	0.1	0.5375	10	1	1	0	0	Post	GTP3.5	No	QQ	High	High
HEx120	gpt-3.5-turbo	pre	7	2	S	GTP3.5	32			proprietary	56	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	S	High	Low
HEx127	gpt-3.5-turbo	pre	4	2	Q	GTP3.5	32			proprietary	21	0.6	6	0.6	0.666666666666667	0.102868899974728	0.285714285714286	0	0	0	0.0476190476190476	0.102868899974728	0	0	0.952380952380952	0.102868899974728	0.0476190476190476	0.102868899974728	6	0.6	0.92	9	0.9	0.9625	0	0	Pre	GTP3.5	No	Q	Low	Low
HEx127	gpt-3.5-turbo	post	4	5	Q	GTP3.5	32			proprietary	24	0.2	2	0.2	0.741666666666667	0.0645497224367903	0.133333333333333	0.0729662529809094	0.0625	0.0658807845868412	0.0375	0.060380736442456	0.025	0.0790569415042095	0.875	0.0833333333333333	0.125	0.0833333333333333	2	0.2	0.78	10	1	1	1	0	Post	GTP3.5	No	Q	Low	Low
HEx13	gpt-3.5-turbo	pre	5	3	Q	GTP3.5	32			proprietary	47	1	10	1	0.702127659574468	0	0.297872340425532	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	Q	Low	Low
HEx13	gpt-3.5-turbo	post	5	4	QQ	GTP3.5	32			proprietary	44	0.6	6	0.6	0.706818181818182	0.210886558357492	0.125	0.0160706086633306	0.00454545454545455	0.00958265957626782	0.156818181818182	0.210886558357492	0.00681818181818182	0.0109783157168102	0.831818181818182	0.226817726361357	0.168181818181818	0.226817726361357	6	0.6	0.754545454545455	6	0.6	0.848387096774194	3	0	Post	GTP3.5	No	QQ	Low	Low
HEx132	gpt-3.5-turbo	pre	7	3	Q	GTP3.5	32			proprietary	363	0.7	7	0.7	0.0134986225895317	0.00587264534630651	0.965840220385675	0.0557536557164673	0.0176308539944904	0.0557536557164673	0.00303030303030303	0.00587264534630651	0	0	0.979338842975207	0.0587874456112736	0.0206611570247934	0.0587874456112736	7	0.7	0.86	9	0.9	0.98271954674221	0	0	Pre	GTP3.5	No	Q	High	Low
HEx151	gpt-3.5-turbo	post	4	5	QQ	GTP3.5	32			proprietary	70	1	10	1	0.9	0	0.1	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GTP3.5	No	QQ	Low	Low
HEx16	gpt-3.5-turbo	post	6	5	Q	GTP3.5	32			proprietary	16	0.9	9	0.9	0.56875	0.177878118384471	0.36875	0.0197642353760524	0.00625	0.0197642353760524	0.05625	0.177878118384471	0	0	0.9375	0.197642353760524	0.0625	0.197642353760524	9	0.9	0.9375	9	0.9	0.9	0	0	Post	GTP3.5	No	Q	High	Low
HEx160	gpt-3.5-turbo	pre	8	4	Q	GTP3.5	32			proprietary	16	0.7	7	0.7	0.3125	0	0.66875	0.030190368221228	0.01875	0.030190368221228	0	0	0	0	0.98125	0.030190368221228	0.01875	0.030190368221228	7	0.7	0.978571428571429	10	1	1	0	0	Pre	GTP3.5	No	Q	High	Low
HEx161	gpt-3.5-turbo	post	5	6	QQ	GTP3.5	32			proprietary	13	0.8	8	0.8	0.615384615384615	0	0.353846153846154	0.064867234054736	0.0153846153846154	0.048650425541052	0	0	0.0153846153846154	0.048650425541052	0.969230769230769	0.064867234054736	0.0307692307692308	0.064867234054736	8	0.8	0.98	10	1		1	0	Post	GTP3.5	No	QQ	Low	High
HEx20	gpt-3.5-turbo	pre	5	2	S	GTP3.5	32			proprietary	29	1	10	1	0.586206896551724	0	0.413793103448276	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	S	Low	Low
HEx20	gpt-3.5-turbo	post	5	3	QQ	GTP3.5	32			proprietary	28	0.2	2	0.2	0.689285714285714	0.172557460277745	0.175	0.0112938487863156	0.00357142857142857	0.0112938487863156	0.132142857142857	0.172557460277745	0	0	0.864285714285714	0.183503322552359	0.135714285714286	0.183503322552359	2	0.2	0.745454545454545	9	0.9	0.935714285714286	0	0	Post	GTP3.5	No	QQ	Low	Low
HEx24	gpt-3.5-turbo	pre	3	1	S	GTP3.5	32			proprietary	31	1	10	1	0.806451612903226	0	0.193548387096774	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	S	Low	Low
HEx24	gpt-3.5-turbo	post	3	2	Q	GTP3.5	32			proprietary	35	0.4	4	0.4	0.748571428571429	0.168654808542314	0.16	0.0147542222712664	0.0114285714285714	0.0147542222712663	0.08	0.168654808542314	0	0	0.908571428571429	0.163188190404601	0.0914285714285714	0.163188190404601	8	0.8	0.966666666666667	8	0.8	0.885714285714286	0	0	Post	GTP3.5	No	Q	Low	Low
HEx30	gpt-3.5-turbo	post	6	5	Q	GTP3.5	32			proprietary	14	0.2	2	0.2	0.478571428571429	0.269479215560398	0.221428571428571	0.0625425025550652	0.0642857142857143	0.0625425025550652	0.235714285714286	0.269479215560398	0	0	0.7	0.253769763704271	0.3	0.253769763704271	2	0.2	0.672727272727273	10	1		0	0	Post	GTP3.5	No	Q	High	Low
HEx37	gpt-3.5-turbo	post	3	2	S	GTP3.5	32			proprietary	43	0.6	6	0.6	0.806976744186046	0.169145084148541	0.12093023255814	0.0325212045944233	0.013953488372093	0.022467250769286	0.0441860465116279	0.139728547774882	0.013953488372093	0.0313929561725839	0.927906976744186	0.165699374396284	0.0720930232558139	0.165699374396284	6	0.6	0.925	9	0.9	0.931034482758621	2	0	Post	GTP3.5	No	S	Low	Low
HEx43	gpt-3.5-turbo	post	8	8	QQ	GTP3.5	32			proprietary	29	0.2	2	0.2	0.46551724137931	0.301600960078205	0.182758620689655	0.0651228297665071	0.00344827586206897	0.0109044057247185	0.248275862068966	0.26799116176173	0.1	0.316227766016838	0.648275862068965	0.345898719518235	0.351724137931034	0.345898719518235	2	0.2	0.777777777777778	2	0.2	0.561111111111111	1	1	Post	GTP3.5	No	QQ	High	High
HEx45	gpt-3.5-turbo	pre	1	2	S	GTP3.5	32			proprietary	10	1	10	1	0.5	0	0.5	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	S	Low	Low
HEx45	gpt-3.5-turbo	post	1	1	S	GTP3.5	32			proprietary	10	0.4	4	0.4	0.24	0.309838667696593	0.34	0.0516397779494322	0.06	0.0516397779494322	0.36	0.309838667696593	0	0	0.58	0.361478445646026	0.42	0.361478445646026	4	0.4	0.571428571428571	4	0.4	0.4	0	0	Post	GTP3.5	No	S	Low	Low
HEx50	gpt-3.5-turbo	post	2	3	NQ	GTP3.5	32			proprietary	22	0.1	1	0.1	0.354545454545455	0.0904026296374321	0.454545454545455	0.0479132978813391	0.0454545454545455	0.0479132978813391	0.140909090909091	0.0920384396878027	0.00454545454545455	0.0143739893644017	0.809090909090909	0.110927304349837	0.190909090909091	0.110927304349837	1	0.1	0.742857142857143	9	0.9	0.9	1	0	Post	GTP3.5	No	NQ	Low	Low
HEx57	gpt-3.5-turbo	post	3	3	S	GTP3.5	32			proprietary	17	0.3	3	0.3	0.6	0.0372032665902162	0.323529411764706	0.0930081664755406	0.0294117647058824	0.0930081664755406	0.0117647058823529	0.0372032665902162	0.0352941176470588	0.0303763399702543	0.923529411764706	0.103940064946655	0.0764705882352941	0.103940064946655	8	0.8	0.972727272727273	3	0.3	0.766666666666667	6	0	Post	GTP3.5	No	S	Low	Low
HEx60	gpt-3.5-turbo	pre	2	1	S	GTP3.5	32			proprietary	7	1	10	1	0.428571428571429	0	0.571428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	S	Low	Low
HEx60	gpt-3.5-turbo	post	2	1	Q	GTP3.5	32			proprietary	10	0.3	3	0.3	0.53	0.0483045891539648	0.4	0	0	0	0.07	0.0483045891539648	0	0	0.93	0.0483045891539648	0.07	0.0483045891539648	3	0.3	0.9125	10	1		0	0	Post	GTP3.5	No	Q	Low	Low
